0000,[2.42352224956658, 1.8449757063724626, 1.7528981509001074, 1.0, 1.0, 1.0],[4.42352224956658, 2.8449757063724626, 1.7528981509001074],Behind the cube on the left side in the middle.,Behind the cube on the left side in the middle.
0001,[3.979177488075466, 2.26571765562684, 2.8648304315222477, 1.0, 1.0, 1.0],[5.979177488075466, 0.2657176556268399, 2.8648304315222477],Find the cube on the right side.,Behind the cube on the right side.
0002,[4.117099719955218, -1.4551853836236823, 0.014285623588707467, 1.0, 1.0, 1.0],[6.117099719955218, -0.4551853836236823, 1.0142856235887074],On the left side behind the Cube slightly higher up.,On the left side behind the Cube slightly higher up.
0003,[5.0387861109653524, -1.7420228531109654, 4.71220714484992, 1.0, 1.0, 1.0],[4.0387861109653524, 0.2579771468890346, 3.71220714484992],In front of the cube to the left on the same height as the bottom.,In front of the cube to the left on the same height as the bottom.
0004,[3.9376792643058613, 0.1586310271987963, 2.6648725278428538, 1.0, 1.0, 1.0],[3.4376792643058613, -1.8413689728012037, 2.1648725278428538],In front of the cube to the right on the same height as the bottom.,In front of the cube to the right on the same height as the bottom.
0005,[1.9665189349298688, -0.7099310569686705, 0.11935658157596818, 1.0, 1.0, 1.0],[1.4665189349298688, 1.2900689430313295, 0.6193565815759682],To the left of the cube in the same side at the top.,To the left of the cube in the same height at the top.
0006,[5.81740380216324, -1.5144481986994336, 3.909572771889375, 1.0, 1.0, 1.0],[5.81740380216324, -2.0144481986994336, 4.9095727718893745],Over the right side of the cube in the middle.,Over the right side of the cube in the middle.
0007,[3.0494684023625576, -2.9371151345507336, 1.5074294659661003, 1.0, 1.0, 1.0],[5.049468402362558, -2.4371151345507336, 1.0074294659661003],Behind the Cube slightly to the left on the same height at the bottom.,Behind the Cube slightly to the left on the same height at the bottom.
0008,[4.698056441638656, -2.2926970254486476, 1.4087365911846919, 1.0, 1.0, 1.0],[3.6980564416386557, -3.2926970254486476, 1.4087365911846919],To the right of the cube and in front on the same height as the middle.,To the right of the cube and in front on the same height as the middle.
0009,[5.021243659156198, 2.1649306124745813, 2.0290537383749174, 1.0, 1.0, 1.0],[5.521243659156198, 4.164930612474581, 1.0290537383749174],Left of the Cube slightly below.,Left of the Cube slightly below.
